isgood;title
n;oil giant shell sets sights on sustainable aviation fuel take
n;carlsberg scraps glass beer bottles in new trial 
n;help to build: equity loan sustainability calculator guidance, accessible version 
n;microsoft keeps expanding ranks of climate leadership, announces new hire from shell 
y;shell shifts sustainable fuels focus to aviation sector 
y;shell trading enters agreement for lower emissions shoreside energy 
n;4 factors to examine when setting sustainability goals for a business | greenbiz 
y;shell energy to power houston dynamo and houston dash as exclusive energy provider 
n;ducati motors debuts its first electric motorcycle entirely built for the race track 
n;reinventing the biggest port in europe 
y;shell supplies fuel for asia's first major sustainable aviation fuel campaign 
n;rolls
n;jingjing ye announced her research on china's ancient infrastructure preservation 
n;jet aviation collaborates with shell aviation to offer sustainable aviation fuel at seletar airport in singapore 
n;altus power, inc. and shell announce collaboration on sustainability solutions 
n;xpo joins the chain gang at this year's tour de france using hvo 
n;nearly 60% of saudi, uae businesses lack esg framework, survey shows 
n;litro gas lanka addresses concerns over staff salaries 
y;shell withdraws from cambo project, amidst environmental pushback 
y;shell sees major potential for sustainable aviation fuel in asia 
n;european commission presented the sustainable products initiative 
n;the adverts banned for misleading climate claims 
n;the humble crab shell could upend a variety of polluting industries â€” starting with wastewater 
n;corporate sustainability: genuine or just for show? 
n;s.african court halts shell's offshore seismic survey 
n;marcel the shell, the internet's favorite mollusk, heads to the big screen 
n;a turtle's shell is a human's ribs anime film's trailer unveils cast, staff, october debut 
n;adele: i was a shell of a person after brutal backlash over cancelled las vegas shows 
n;houston shooting: gunman opens fire on woman's car in shell gas station lot near airport: 'it scared everybody' 
n;tanzania signs natural gas deal with equinor and shell 
n;carbon dioxide compensation? shell again criticised for misleading advert 
n;chris pincher accuser: i was furious and shell
n;sunday journal â€“ oyster shell recycling with joshua gee 
n;maryland's most wanted | suspects sought in separate armed robberies caught on camera 
n;madison police find shell casings after gunshots reported on south side 
n;gazprom cuts off gas supplies to shell energy 
n;big theft at big boss shell in tangipahoa 
n;column: frankenstein legislation and midnight shell games thrive under iowa supreme court 
n;they'll always have 'marcel the shell with shoes on' 
y;exxonmobil, shell 'swallow' huge $$ losses in brazil oil exploration setback 
y;shell to update its u.s. health care options after roe v. wade 
y;shell upbeat on ccs prospects in asia 
y;exxon, shell, cnooc to study carbon capture hub in china (nyse:xom) 
n;bomb squad and paramedics race to woodlesford in leeds after 'shell' found in woods 
n;henderson county news: don't miss this week's hendersonville lightning 
y;shell's prelude lng facility to be hit with industrial action from friday 
n;petrol spotted for 87.9p per litre at oxfordshire shell station 
n;contractor quitting puts shell in spotlight over climate 
n;british bank virgin money to buy back shares 
y;shell pursues $7 billion buyback 'at pace' despite lng troubles 
y;shell announces the second tranche of the share buyback programme 
y;shell announces commencement of a share buyback programme 
n;se asia digest: mitratel to buy back shares shell malaysia unit
n;telecom giant stc plans $121m share buyback for employee incentive program 
n;oil giant shell raises dividend and launches $2 billion share buyback as commodity prices soar 
n;oil & gas stock roundup: shell's acquisition, eqt's buyback & more 
n;chairs maloney and khanna call on big oil to end stock buybacks, use record profits to help americans at the pump and invest in clean energy 
y;shell announces commencement of shareholder distributions from permian business sale proceeds 
n;ftse 100 declines on slowdown worries 
n;european shares climb as inflation expectations ease 
n;big oil is making big profits again. hereâ€™s what theyâ€™re doing with the cash 
n;bp promises another $1.5 billion buyback as profit soars 
n;q&a: share buybacks explained 
n;are oil share buybacks a crude pay
n;london's buyback bonanza continuing despite shakier conditions 
y;shell investors get surprise $7
y;shell updates earnings guidance after volatile quarter 
n;domowongi geared towards boosting sabah's communities 
y;shell announces $25 billion share buyback program as quarterly profits miss estimates 
n;exxon (xom), chevron (cvx) ramp up stock buybacks as energy prices surge 
y;shell remains cautious, even as returns return 
n;analysis | big oil companies are using wartime profits to enrich investors, report says 
n;stock buyback: what is it and how does it work? 
n;chevron (cvx) revives buyback with $3 billion pledge after oil rebound 
n;'cash machine' bp boosts share buyback as profit surges 
n;total to launch $2bn buyback after bumper quarterly profits 
n;chevron tops profit estimates, joins share buyback stampede 
y;royal dutch shell curbs buyback, cuts spending forecast 
n;here's what you need to know before tadawul trading on thursday 
n;exxon (xom) 4q earnings: reaps biggest profit since 2014 as energy prices rally 
n;mike ashley launches yet another share buyback 
n;business close: avon protection profits sink barclays âł1bn buyback 
y;shell marks first day trading single line of shares 
n;sers flat owners in ang mo kio welcome new 50
n;facebookâ€™s futuristic metaverse push now makes sense. thereâ€™s plenty of pain ahead. 
n;exxon's investments are paying off. expect big dividends, buybacks. 
n;amazon 20
n;equinor q3 surges on gas and derivatives, boosts share buybacks 
n;barclays shares perk up as the bank commences buyback programme 
n;where next for bp and shell's share prices? 
n;barclays shares rise despite second postponement of share buyback 
n;analysis: back with a bang, share buybacks offer boost for europe inc 
y;shell oil reports record profits on booming energy demand 
y;shell exits equity partnership with gazprom 
n;3 things we learned about big oil's surging profits 
n;oil and gas share buybacks boomed before energy prices hit highs 
n;aviva ups its share buyback commitment as it seeks to pacify activist investor cevian capital 
n;repsol raises dividend and outlook as oil and gas boost profit 
n;arcelormittal increases buyback program, sees global steel dip 
n;cusi: pnoc
n;dispute stops cargoes at shell's huge floating lng plant 
n;cumene global market report 2022 featuring major players 
n;tight gas market analysis and global outlook 2022 to 2028 â€“ exxon mobil, royal dutch shell, chevron, cnpc â€“ designer women 
n;global alpha olefin market future prediction report 2022
n;acetone market analysis to 2022 global key manufacturers are ineos, royal dutch shell plc, cepsa, mitsui chemicals â€“ designer women 
n;diesel exhaust fluid market 2022
n;global process oil market research insights 2022
y;shell enters tender for wind farm development in polish offshore 
n;hydraulic oil market is booming worldwide â€“ designer women 
n;insights on the carbon capture, utilization, and storage global market to 2027 
n;refrigeration oil market 2022 growing with major eminent key players xtg group,basf,idemitsu kosan co.,royal dutch shell,exxonmobil,bp â€“ indian defence news 
n;damaging leak involving shell vp james wd hall, until recently head of shell global security 
y;shell exits permian with $9.5 bln texas shale sale to conocophillips 
n;hydroprocessing catalysts market 2022 industry share, global trends, development, insights and forecast to 2027 â€“ designer women 
y;shell completes sale of interest in deer park refinery to partner pemex 
n;automotive catalyst market size to grow by usd 1.70 million | apac to occupy 63% market share | technavio 
n;functional fluids market size 2022 and growth by top keyplayers â€“ exxon mobil, royal dutch shell, total sa, bp â€“ designer women 
n;royal dutch shell company profile, news, rankings | fortune 
n;huge growth of gas pooling mechanism market by 2029 | saudi aramco, national iranian oil, gazprom â€“ designer women 
n;asphalt lubricating oil and grease market to witness huge growth by 2029 
y;shell says its oil production has peaked and is likely to decline 
n;petroleum coke market demand to reach us$ 63.10 bn by 2032 amid rising application in cement industry 
n;white oil market size, growth 2022 | top leading countries, companies, consumption, drivers, trends, forces analysis, revenue, challenges and global forecast 2031 
n;tanzania in a new initiative to attract oil, gas investors 
y;shell starts production at shell new energies junction city, its first us renewable natural gas facility 
y;as it moves hq to london, royal dutch shell to be called simply â€śshellâ€ť 
n;who's still buying fossil fuels from russia? 
n;floating production storage and offloading (fpso) market
n;oil & gas upstream activities global market 2022 by type, end
n;biodegradable engine oil market 2022
n;butadiene extraction market to witness robust expansion by 2029 | basf, qatar petroleum, reliance industries â€“ designer women 
y;nigeria's oil woes persist as shell halts flows from forcados 
y;shell to turn first oil output profit since pandemic. analysts are disappointed. 
n;royal dutch shell earnings: top
y;shell's oil and gas reserve life drops for sixth year in a row 
n;incredible growth of iot(internet of things) in oil and gas market by 2029 | ibm corporation, wipro ltd., cisco systems â€“ indian defence news 
n;jet fuel oil market showing impressive growth by size, share, top companies and forecast to 2028 
n;gas to liquid (gtl) systems market size 2022 global trends, news, cagr, industry demand, business growth, top key players update, business statistics, and research methods forecast to 2028 
n;contractor resigns from shell with warning to staff about 'extreme harm' to planet 
y;shell's jackdaw gas field given go
y;shell launches sale of stakes in malaysian oil and gas fields 
y;shell could miss its own emission reduction goals 
y;shell shuts production at four gulf of mexico platforms as storm ida approaches 
n;why exxon and other oil stocks are a better way to play a rally in natural gas 
n;without a buyer, shell may convert shuttered convent refinery into alternative fuel facility 
y;shell restarts production at gulf of mexico perdido oil platform (nyse:rds.a) 
n;liquefied petroleum gas market statistics, segment, trends and forecast 2030 â€“ indian defence news 
n;as western oil giants cut production, state
y;shell adds another deep
n;marine adhesives market: overview, market share, revenue, covid
n;oil and gas lubricants market to make great impact in near future by 2028 
n;large scale lng terminals market outlook 2022 and growth by top keyplayers â€“ linde ag, royal dutch shell plc., exxon mobil corporation, santos limited â€“ designer women 
y;shell plans to cut 9,000 jobs in transition plan 
n;sports briefs | sports | observer
y;shell's russia exit includes plans to sell fuel stations 
y;shell in talks with nigeria to divest onshore oil stakes 
y;shell exits philippine gas field in $460 mln deal 
y;exclusive: shell launches major cost
y;oil giant shell secures investor backing for its energy transition strategy, but a growing minority rebel 
y;shell declares $20.1b profit 
y;shell says 'significant' damage from ida pummels oil, gas services in deepwater gom 
y;shell has allegedly engaged in a false, deceptive, and unlawful advertising scheme 
y;shell cuts exploration ambitions in norway, to focus on natural gas 
n;move it on over 
y;uk's opred rejects shell's jackdaw gas field development plans 
n;energy crisis lifeline: shell announces plans for âł25bn injection into uk clean power 
y;shell faces anger over takeover of australian green energy retailer 
n;biodiesel market size, scope and forecast | royal dutch shell plc., archer daniels midland company, bunge limited, wilmar international limited, neste corporation, louis dreyfus company, renewable energy group inc., cargill inc., munzer bioindustrie, a 
n;activist investor prepares to take on shell over climate targets 
n;cash gushes for big oil. but climate investments plateau 
y;royal dutch shell may fail to reach green energy targets 
y;shell renewables boss steps down 
n;third point's loeb praises shell moves, sticks by calls for breakup 
n;can these 3 oil giants turn into renewable energy stocks? 
y;shell: 'we understand worry for millions â€“ but windfall tax creates uncertainty' 
n;liquefied petroleum gas (lpg) market 2022: industry analysis size, share, growth, trends and forecast till 2027 
y;notice of 2022 agm and shell's energy transition progress report 
n;deal activity in infrastructure space sees a sharp rise in may 
y;royal dutch shell in talks with cesl to invest $500 million | mint 
y;shell leads big oil in the race to invest in clean energy 
n;royal dutch shell: 6% dividend with a steadily growing renewable energy portfolio (nyse:shel) 
n;singapore prepares to swap oil hub status for greener future 
y;eni, shell lead oil producers in green energy deal making in 2021 
y;shell starts supply of sustainable aviation fuel to clients in singapore 
y;shell signs partnerships for 800 mw of solar developments in uk 
y;shell executives quit amid discord over green push 
y;shell has a bigger clean energy plan than you think â€” cleantechnica interview 
y;shell creates green energy division to invest in wind power 
y;shell joins second floating wind project of simply blue off irish coast 
y;shell sets bigger carbon
y;shell and total report big drop in profits, but made clean
y;profits surge at shell and total, reflecting higher oil and gas prices. 
y;shell to grow company
y;uk's shell energy to take on customers of three failed suppliers 
n;customer display market â€“ current impact to make big changes| bixolon(kr), pos
n;top trends shaping the global base oil industry in 2021 | bp plc, chevron corporation, ergon inc., evonik industries ag, exxon mobil corporation, h&r lwerke schindler gmbh â€“ indian defence news 
y;shell's falling oil output ends century
y;shell to buy inspire energy capital, expanding renewable power business in the united states 
n;jobs snapshot and trends estimate: royal dutch shell 
y;shell finds oil in highly anticipated offshore namibia field 
n;shell celebrates its safety day globally and in ukraine 
n;for big oil companies, coffee and chocolate could be the new black gold | mint 
y;shell offers europe extra gas if conflict cuts russian flows 
y;shell brings fuel to mexico in push for 15% of retail market 
y;shell uses cow dung to power german trucks and cut co2 
y;shell drama: breakup push, profit miss, co2 target 
y;royal dutch shell plans retail expansion in india 
y;shell prepares to raise shareholder payouts 
n;aerosol propellants market is poised to grow with cagr of more than 7.5% during the forecast period of 2022 to 2031 
y;shell and bp bounce back into profit even as oilâ€™s glory days fade 
n;automotive lubricants aftermarket market insights 2022 and analysis by top keyplayers â€“ royal dutch shell, exxonmobil corporation, bp, chevron corporation â€“ designer women 
n;mineral lubricant market impressive gains â€“ designer women 
n;aviation lubricant market anticipated growing rapidly during 2028 
n;biolubricants market size, share report, forecast between 2022 to 2028 
n;high temperature lubricant & grease market is booming worldwide with ,petroliam nasional berhad (petronas) ,skf ,thyssen krupp ,royal dutch shell plc. ,fuchs petolub se â€“ indian defence news 
n;global lubricants market report to 2028 
n;fluids and lubricants for electric vehicles market size to 2028 | 3m, afton chemicals, engineered fluids, dober, fuchs petrolub, infineum â€“ indian defence news 
n;industrial gear oils market see huge growth for new normal | addinol lube oil gmbh, advanced lubrication specialties, afton chemical corporation â€“ designer women 
n;industrial lubricants market size, development data, growth analysis & forecast 2022 to 2031 
n;global aviation lubricants market, by type, by aircraft type, by technology, by end user, by region, competition, forecast & opportunities, 2017
n;forestry lubricants market : market research report| know the growth factors and future scope 2030 | top companies
n;synthetic lubricants market worldwide industry analysis, future demand and forecast till 2028 â€“ designer women 
n;brazil's raizen to acquire shell's lubricant business in brazil 
y;shell shake
n;ukraine war: this backdoor keeps russian oil flowing into europe 
n;refrigeration oil market overview : by industry size, market share, recent trends, growth factors, cagr analysis, leading manufacturers â€“ designer women 
n;lubricants market to hit usd 139.12 billion by 2029 | increasing demand for synthetic lubricants to fuel market growth 
n;global synthetic lubricants market outlook & forecast report 2022
n;lubricants market report 2022 spotlighted key manufacturers â€“ royal dutch shell plc., exxonmobil corp., chevron corporation 
n;global lubricants market to reach us$ 205.9 billion by 2028, says coherent market insights (cmi) 
n;refrigeration oil market size, top leading countries, companies, consumption, drivers, trends, revenue, regional analysis, challenges and forecast 2029 â€“ designer women 
n;global construction lubricants market is anticipated to grow at a cagr of 3.65% from 2021 to 2030 quince market insights 
y;dutch court rejects suit of nigerian widows against shell 
y;shell lubricants market leader for tenth year in a row 
y;shell starship 2.0 performance demonstrates a reduction in carbon emissions by using efficient technologies 
y;shell marine transforms lubemonitor for digital era 
n;april 7, 2022 briefing â€” quartz 
n;lubricants market in india: 4.75% yoy growth rate in 2022 | growth, trends, and forecasts (2022 
y;shell ordered to temporarily halt seismic survey in south africa 
n;fatty alcohol market 2022 growth drivers, regional outlook, competitive strategies and forecast up to 2030 | wilmar international ltd, kuala lumpur kepong berhad(klk) â€“ designer women 
n;worldwide lubricants industry to 2028 
n;marine lubricants global market report 2022 
n;global synthetic lubricants markets, 2022
n;global mining lubricants market to reach $2.5 billion by 2024 
y;shell (rdsa) should welcome activist investor's breakup push, analyst says 
n;fire to delay shell norco louisiana refinery restart 
y;shell plans to boost returns and become a force in power 
n;jpmorgan sees risk of $185 oil if eu acts quickly on russia ban 
n;lubricants market size to grow by usd 6.22 million | 59% of the growth will originate from apac| technavio 
n;lubricants market in india to grow by 809.93 th tons | technavio 
y;shell raises dividend as ceo says oil output past peak 
n;sweden lubricants market is likely to experience a strong growth during 2021
n;lubricants market size to grow by usd 6.22 million | 59% of the growth will originate from apac| technavi 
y;shell ends 2021 on high note, hikes dividend and boosts buybacks 
y;royal dutch shell breakup: 3 different scenarios (nyse:rds.a) 
y;royal dutch shell hikes dividend by 4% despite weak q1 results 
y;oil major shell increases dividend as third
n;marine lubricant market overall study report 2022
y;royal dutch shell 
n;oil major shell slashes dividend for the first time since world war ii 
n;royal dutch shell: confidence is key (nyse:shel) 
y;shell gives its shareholders the royal treatment 
y;royal dutch shell (a shares) (rds.a) q1 2021 earnings call transcript 
n;royal dutch shell is mulling the sale of its permian assets (nyse:rds.b) 
n;bp plc: third quarter results analysis (nyse:bp) 
n;will the shell share price keep rising and rising? 
y;royal dutch shell advance notice of q2 2020 results announcement 
y;shell crown prince: 'we must show more predictable financial results' 
n;what causes an increase in synthetic and bio
y;shell's latest massive write
y;shell oil trading profit doubles to $2.6 billion in 2020 
n;royal dutch shell continues to impress 
y;shell suffers drop in investor support for climate strategy 
y;shell quarterly profit jumps 140% after 'a year of transformation' 
y;shell plc (shel) stock price today, quote & news 
n;investors' chronicle: rentokil, itv, royal dutch shell 
n;oil giant bp reports highest profit in 8 years on soaring commodity prices 
n;shell share price dips after warning q4 income will be hit by impairment charges 
y;shell's oil trading earnings double in 2020 to $2.6 bln 
n;lng as a bunker fuel market report insights, regional share, key players, supply/demand analysis 2022 and forecast to 2028 | bp p.l.c., conocophillips corporation 
n;big tech earnings in the week ahead could test stocks' recent rally 
y;shell sticking with spending discipline as 2018 profits soar 
n;what to expect as big oil reports second
n;syngas market: report covers future trends with research 2022 to 2027 â€“ agrium inc, linc energy ltd, sasol ltd, air products and chemicals inc. â€“ indian defence news 
y;shell's lng trading, production results for 1q slump below guidance 
y;shell posts worst financial results since 2016 oil price crash 
n;royal dutch shell plc third quarter 2021 euro and gbp equivalent dividend payments 
y;total and shell report jumps in profit 
n;enhanced oil recovery market to witness huge growth by 2030: key players â€“ bp, chevron, exxon mobil, etc. â€“ designer women 
n;royal dutch shell continues to outperform its peers (nyse:shel) 
n;q1 oil and gas results round
n;shell to sell interest in deer park refinery to partner pemex usa 
y;oil major shell posts 50 percent rise in net profit, beating expectations 
n;royal dutch shell: very high long
y;shell to write down assets again, taking cuts to more than $22 billion 
y;royal dutch shell (rda:ln) to boost shareholder returns 
n;shell's permian basin sale is a major buy for investors (nyse:rds.a) 
n;after its dividend cut, is royal dutch shell a buy? 
y;total, royal dutch shell cut costs, keep dividends 
n;why royal dutch shell is a dividend investor's dream 
n;oil major shell reports sharp drop in full
n;forget shell, chevron is a better dividend stock 
n;how safe is royal dutch shell plc and its dividend? 
n;royal dutch shell may never be this cheap again (nyse:shel) 
n;is royal dutch shell a buy? 
n;will royal dutch shell eliminate its dividend this year? (nyse:shel) 
n;4 things royal dutch shell investors need to know in 2020 (nyse:shel) 
n;here's what i think is next for royal dutch shell's dividend 
n;royal dutch shell: dividend is coming your way (nyse:shel) 
n;the 4 reasons why royal dutch shell is a better pick than bp (nyse:bp) 
n;should i buy shell shares in 2022? 
n;shell midstream: post dividend cut, still a wait and see stock (nyse:shlx) 
n;royal dutch shell: a or b will no longer matter in 2019 (nyse:shel) 
n;royal dutch shell: a superior play for the energy sector (nyse:shel) 
n;royal dutch shell: a simple bull case (nyse:shel) 
n;royal dutch shell: 2025 looms large (nyse:shel) 
n;the sustainability of royal dutch shell's dividend 
y;shell secures $12bn credit facility to safeguard dividend 
n;royal dutch shell stock falls as oil major warns of $22 billion hit. but it could bounce back 
n;big oil dividend comparison: shell, exxon, chevron, bp and total (nyse:shel) 
n;the difference between royal dutch shell a and b shares (nyse:shel) 
n;royal dutch shell: the investment of the next decade (nyse:shel) 
n;european oil stocks pay amazing dividends â€” and they may even be safe 
n;the royal dutch shell share price is still attractive despite the dividend cut 
n;big oil firms resolute on dividends 
n;is chevron a good dividend stock after recent payout bump? (nyse:cvx) 
y;how shell manages its dutch dividend withholding tax 
n;3 oil stocks that will survive climate change 
n;questions swirl around royal dutch shell's dividend 
n;conocophillips announces $1 billion variable dividend 
y;while royal dutch shell gives, the uk takes away 
n;even royal dutch shell couldn't outperform in q4 2019 
y;big oil, investors face returns reckoning amid darkening economy 
n;shell and total show big oil is back from the cold 
y;watch as 'evil' shell ceo is confronted by protestors on stage at ted event 
y;shell ceo points out loopholes in russian oil sanctions after announcing record profits 
y;shell apologizes for buying russian oil, will stop purchases over ukraine war 
y;shell ceo does not rule out moving headquarters to britain 
y;shell broadband doesn't have a category in trustpilot. why? could it be that there are zero satisfied customers? 
y;total chaos at shell's agm as 70+ activists bring meeting to complete standstill with ceo fleeing the building 
y;shell ceo's 2019 pay halves after fatalities, revenue fall 
y;shell ceo's pay more than doubles to $22.8 million in 2018 
y;royal dutch shell names andrew mackenzie as chairman, succeeding holliday 
y;shell finance chief jessica uhl quits after oil supermajor's move to london jessica uhl cites 'family reasons' as she steps down 
y;shell picks refining chief to become ceo 
y;royal dutch shell ceo to call for effective system for pricing carbon 
n;volkswagenâ€™s herbert diess supports shell ceoâ€™s stance on reshaping shell into net
n;blackrock ceo says shell decarbonisation ruling â€śnot a solutionâ€ť 
y;the shell ceo who preferred to stay in the shade 
y;shell ceo on why the oil giant is cutting up to 9,000 jobs 
y;shell ceo says covid
n;big oil ceos testify before house oversight committee 
y;shell raises dividend for second time in six months after first
n;shell sees dual structure as limiting, ceo tells dutch newspaper 
n;shell ceo urges switch to clean energy as plans hefty renewable spending 
y;shell ceo to step down in 2009 
y;shell ceo says climate change is real but energy demand growth is 'unstoppable' 
n;pension superfund names shell pensions head as ceo 
n;governments and big oil were first. the next wave of climate lawsuits will target banks and boards 
n;'unwelcome' shell will not attend cop26, says boss 
y;for shell, oil is past its peak 
n;1st filipina ceo of shell philippines brings â€learnerâ€™s mindsetâ€™ to job 
y;shell ceo: no v
y;shell profits highest in four years as ceo vows continued capital discipline 
n;children of shell employees sure seem to be embarrassed by their parents 
y;former ceo of maersk oil to become shell oil president 
y;oil giant shell has a new plan for cutting carbon footprint: planting millions of trees 
n;former shell u.s. president john hofmeister dies at 73 
n;shell broadband is the biggest fraud i have experienced 
y;shell ceo calls for 2040 ban on new petrol car sales to be bought forward 
n;qatar signs deal with total for expansion of gas field in persian gulf 
y;shell begins trading under simpler, single
n;bills, sabres co
y;why shell is moving from the netherlands to the uk 
y;shell signs industry's first term contract to supply carbon
y;shell to put profits from russian oil trade into ukraine aid fund 
n;pipeline operator enbridge signs deals to produce rng, hydrogen 
y;shell wins court case to start seismic surveys offshore south africa 
n;netherlands officials tell shell to stop its ads greenwashing â€carbon neutral' fuel 
y;scottishpower, shell sign option agreements for 5 gw of floating wind sites 
y;while shell resists breakup, rivals see opportunity from spinoffs 
n;chevron agrees to transfer part of offshore suriname field to shell 
y;vertex energy to acquire shell's mobile, alabama refinery 
y;shell pulls out of cambo oil project in uk's north sea 
n;consultant who ditched shell: â€take a look at yourselves in the mirrorâ€™ 
y;royal dutch shell signs deal to explore ukrainian gas field 
y;uk regulator rejects shell's plans to develop n.sea gasfield 
n;shell weighs 'jab or job' policy for employees 
n;shell sponsored a museum exhibit on climate solutions. there were strings attached 
y;shell court case prompts climate protest in cape town 
y;shell urged to drop appeal over landmark climate ruling 
y;shell reports more than âł2bn q1 profit as fossil fuel demand returns 
n;chevron, staatsolie sign production sharing contract for suriname's block 7 
y;shell to invest $33bn in uk after cutting russian ties 
y;with oil past peak, shell sharpens 2050 zero emissions goal 
y;shell signs usd 1.55 billion deal, to acquire indias sprng energy group 
y;malaysia's petronas, shell unit partner to explore carbon capture and storage 
n;alberta prioritises oil sands' carbon storage hub, energy minister says 
n;talos aiming to 'redefine' core oil, natural gas skills to build ccs projects on gulf coast 
n;netherlands injects â‚¬2.1bn into 'europe's largest' ccs project 
n;$9.42 bn carbon capture and storage (ccs) markets 
n;chevron, partners to fork out for carbon offsets for gorgon lng carbon capture shortfall 
y;shell plans show steep curve ahead for carbon offset market 
n;nextdecade seeks ferc approval for ccs at rio grande lng 
n;singapore targets 2 mln tonnes of carbon capture by 2030 
n;carbon capture and storage companies to consider 
y;royal dutch shell ccs profit rises on oil prices, industry conditions 
y;shell climate plan should be opposed at agm 
n;exxonmobil declares new goals for carbon emissions per barrel 
n;nearly half of dutch 2020 green subsidies go to rotterdam carbon capture project 
n;carbon capture project planned for southwest houston 
n;more than 400 academics urge canada to ditch carbon capture tax credit 
n;company accused of greenwashing for 'co2
n;analysis | carbon capture: the vacuum the climate may depend on 
y;shell and baker hughes huddle up to meet decarbonization targets 
y;shell sets goal to produce 2 million tons of saf annually | biomassmagazine.com 
n;carbon capture and storage gains wide industry support in houston 
y;dow and shell demonstrate progress in joint technology development for lower coâ‚‚ emission crackers 
n;harbour energy wins ccs storage licence for v net zero from oga 
y;shell's gas production could be triple oil by 2050: ceo 
y;shellâ€™s vision of a zero carbon world by 2070, explained 
n;carbon capture, utilization, and storage global market report 2021: covid
y;shell to build oil sands co2 capture plant 
n;notice of 2021 agm and shell energy transition strategy 
n;sturgeon calls acorn ccs rejection â€śinexplicableâ€ť 
y;royal dutch shell to divest mobile refinery in us to vertex energy 
n;capital power, enbridge to partner on carbon capture project 
n;exxonmobil hikes low
n;critics say santos' barossa lng should be halted until ccs scheme proven 
y;shell shares sink as full
y;'shell must fall,' climate activists declare at oil giant's headquarters during shareholders meeting 
n;keystate natural gas synthesis gets investment from ogci climate investments 
n;insight on the global trends in climate change litigation: 2022 snapshot 
n;can carbon capture technology save the oil and gas industry, and the climate? 
y;shell needs to be dismantled. here's how 
y;why shell being asked to cut emissions is a big move on big oil 
n;oil and gas stocks â€“ buy or wait and see? 
n;five companies seek to develop co2 storage off norway 
n;activist investor third point calls for breakup of shell 
y;shell urged to drop appeal against order to slash emissions 
n;there's $8 billion on the table for studying hydrogen, and louisiana wants part of it. 
y;shell unveils plans to become net
y;shareholder advisory group glass lewis backs shell's climate plan 
n;companies in the carbon capture, utilization, and storage market focus on the adoption of direct air capture technology to extract co2 directly from the atmosphere 
y;shell to build one of europe's biggest biofuels facilities | biodieselmagazine.com 
n;exclusive oil companies ask canada to pay for 75% of carbon capture facilities 
n;shellâ€™s carbon offset business makes its first acquisition 
y;shell expands us solar footprint with savion acquisition 
n;global carbon capture, utilization, and storage market to 
n;extinction rebellion protest: activists enter shell hq and glue themselves to government buildings 
n;chevron commits to net zero operational emissions by 2050 
n;'carbon bombs' set to trigger catastrophic climate breakdown 
y;shell suffers blow as investor group withholds approval for energy transition plan 
y;qatarenergy, shell agree to look into uk hydrogen projects 
y;shell's prelude gas ship hit by safety, crewing and industrial problems 
n;shell wins court ruling, to start seismic survey offshore south africa 
n;qatar selects four partners for $30bn north field expansion project 
y;shell makes another deep
y;shell restarts lng shipments from giant floating gas site 
n;cenovus energy acquires bp's 50% stake in sunrise oilsands project 
n;q&a: gulf playing key role in shell's energy transition plans 
y;shell asks alaska regulators for more time to find partners for north slope prospect 
y;shell enters partnership with malaysia for ccs exploration 
y;shell announces deep
y;shell takes $400 million hit from hurricane ida 
n;can we still be friends? shell sends parting note 
y;shell and rwe pinpoint north
y;shell restarts gulf of mexico olympus platform after hurricane 
y;shell plans to resume offshore oil and gas exploration in arctic alaska 
y;shell and scottish power submit plans for floating offshore windfarms 
y;russia cuts gas exports to shell and ărsted after refusal to change payments 
n;tetraspar demonstrator, the world's first fully industrialized floating offshore foundation, is now commissioned and in operation 
n;2 of worldâ€™s largest oil companies want to build offshore wind farm near morro bay 
y;royal dutch shell to cut jobs from north sea operations 
n;malaysia's kimanis oil exports hit by issue at shell offshore field 
n;court orders royal dutch shell to cut emissions by 45% 
n;new jersey awards orsted, shell, edf offshore wind farm tenders 
n;shellâ€™s onshore divestment: let the buyer beware! 
y;only shell, ecopetrol place bids in disappointing brazilian oil round 
y;shell buying vattenfall's stake in 108
y;australian lng hit by shell, chevron outages at prelude, gorgon 
y;shell declares force majeure on nigerian forcados crude 
y;shell looks to gulf of mexico for lower carbon oil drilling here's what it means for louisiana 
n;study finds 'shortfalls' in protecting offshore rigs from cyber
y;shellâ€™s latest offshore wind bid would power a huge green hydrogen cluster 
n;shell midstream offshore pipeline flows rise, onshore struggles 
y;with oil past peak, shell sharpens 2050 zero emissions goal 
y;shell walks 'tightrope' of demands amid climate pressures 
y;shell chief vows to bolster emissions strategy after court ruling 
n;exxon mulls pledging net
n;the agricultural lubricants market is expected to grow at a cagr of 2.57% during 2022
n;investor group sets tough climate blueprint for big oil 
n;saudi aramco pledges to reach net
n;where 'big oil' stands in its low
n;climate experts are worried about the toughest carbon emissions for companies to capture 
n;greenwashing decarbonization 
n;net zero pledges: can they get us where we need to go? 
y;eki energy, shell overseas investments to launch jv to reduce carbon emission | mint 
n;investors can now police net
y;shell refuses net
y;shell to link executive pay more closely to group's climate performance 
y;shell announces big layoffs as the price of its net zero restructuring plan becomes clearer 
n;factbox: with climate clock ticking, companies scramble to set green targets 
y;shell treads 'narrow path' as scrutiny of big oil's climate targets intensifies 
n;u.k. sets out sweeping plan to reach net
n;baker hughes commits to net
y;shell's carbon offset claims show task ahead for un climate talks 
y;shellâ€™s $22 billion q2 write
n;sustainable fuel for planes is closer than you may think 
y;shell faces dutch court as climate change activists demand end to emissions 
n;court orders shell to cut carbon emissions 45% by 2030 
